formula,No,S_Phase,Phase,delta,Tm,D_Tm (K),?Hmix (kJ/mol),elec_diff,VEC,modulus_calc,D_Bulk (GPa),Tm,composition_norm
GdTbDyTmLu,5,SS,HCP,0.014212993,1727.4,126.064428,0.0,1.228,10.2,42.14,3.815547143,1,DyGdLuTbTm
Hf0.5Mo0.5NbTiZr,5,SS+IM,BCC+IM,0.048663387,2380.0,365.4418558,2.177880636,1.55,4.5,112.5,75.62241731,0,Hf0.5Mo0.5NbTiZr
HfMoNbTiZr,5,SS,BCC,0.047545797,2444.2,361.8421755,2.311709324,1.586,4.6,124.0,76.31513611,0,HfMoNbTiZr
HfMoNbZrTi,5,SS,BCC,0.047545797,2444.2,361.8421755,2.311709324,1.586,4.6,124.0,76.31513611,0,HfMoNbTiZr
HfMoTaTiZr,5,SS,BCC,0.047399894,2552.2,493.5975689,2.027648885,1.566,4.6,130.0,80.74651695,0,HfMoTaTiZr
HfNbSi0.5TiV,5,SS+IM,BCC+IM,0.090151454,2271.888889,356.4748532,18.11795227,1.56,4.444444444,133.3333333,28.67441756,0,HfNbSi0.5TiV
Hf0.5Nb0.5Ta0.5Ti1.5Zr,5,SS,BCC,0.047883053,2328.125,456.1412713,0.983258295,1.46,4.25,101.25,66.41488914,0,Hf0.5Nb0.5Ta0.5Ti1.5Zr
HfNbTaTiZr,5,SS,BCC,0.049944175,2523.0,476.4149452,1.208370804,1.454,4.4,118.0,68.5273668,0,HfNbTaTiZr
HfNbTiVZr,5,SS+IM,BCC+IM,0.070673524,2301.6,288.8173125,1.561230284,1.48,4.4,110.0,60.33241252,0,HfNbTiVZr
HoDyYGdTb,5,SS,HCP,0.008091442,1685.4,75.57406963,0.0,1.214,9.8,39.74,1.212600511,0,DyGdHoTbY
La55Al25Ni5Cu10Co5,5,AM,AM,0.16166711,1200.0945,224.3792294,7.956107151,1.387,4.45,66.4,51.6356466,0,Al25Co5Cu10La55Ni5
Mg65Cu15Ag5Pd5Gd10,5,AM,AM,0.091976513,1115.2645,284.6634791,8.15576802,1.463,5.0,68.05,43.47237629,0,Ag5Cu15Gd10Mg65Pd5
MnCrFe1.5Ni0.5Al0.3,5,SS,FCC+BCC,0.047027487,1758.032791,321.2705198,3.755528221,1.719302326,7.186046512,150.6511628,29.29789557,0,Al0.3CrFe1.5MnNi0.5
MoNbTaVW,5,SS,BCC,0.035573336,2962.8,510.100147,2.219693673,1.85,5.4,214.0,53.88877434,0,MoNbTaVW
Mo0.3NbTiVZr,5,SS,BCC,0.067990362,2295.534884,334.5017363,1.863086059,1.569302326,4.604651163,118.372093,71.88266384,0,Mo0.3NbTiVZr
Mo0.5NbTiVZr,5,SS,BCC,0.066467843,2322.222222,349.6155914,1.966182622,1.595555556,4.666666667,123.3333333,73.93691004,0,Mo0.5NbTiVZr
Mo0.7NbTiVZr,5,SS,BCC,0.065043229,2346.638298,361.1689312,2.036823566,1.619574468,4.723404255,127.8723404,75.48245309,0,Mo0.7NbTiVZr
Mo1.3NbTiVZr,5,SS,BCC,0.061262908,2408.830189,382.0652782,2.134524522,1.680754717,4.867924528,139.4339623,78.10044559,0,Mo1.3NbTiVZr
Mo1.5NbTiVZr,5,SS,BCC,0.060142056,2426.545455,385.982186,2.142442626,1.698181818,4.909090909,142.7272727,78.51935593,0,Mo1.5NbTiVZr
Mo1.7NbTiVZr,5,SS,BCC,0.059080556,2443.017544,388.8654885,2.142041011,1.714385965,4.947368421,145.7894737,78.78345557,0,Mo1.7NbTiVZr
Mo2NbTiVZr,5,SS,BCC,0.057588685,2465.666667,391.6659574,2.129307544,1.736666667,5.0,150.0,78.95146188,0,Mo2NbTiVZr
MoNbTiV0.25Zr,5,SS,BCC,0.052592518,2414.294118,395.291369,2.347013854,1.655882353,4.764705882,129.4117647,82.78040321,0,MoNbTiV0.25Zr
MoNbTiV0.50Zr,5,SS,BCC,0.057167353,2401.444444,387.7903532,2.259562821,1.654444444,4.777777778,131.1111111,80.75263249,0,MoNbTiV0.50Zr
MoNbTiV0.75Zr,5,SS,BCC,0.06053674,2389.947368,380.5861786,2.178467242,1.653157895,4.789473684,132.6315789,78.86311293,0,MoNbTiV0.75Zr
MoNbTiV1.0Zr,5,SS,BCC,0.063068255,2379.6,373.6814686,2.102417656,1.652,4.8,134.0,77.09734107,0,MoNbTiV1.0Zr
MoNbTiV1.5Zr,5,SS,BCC,0.066452403,2361.727273,360.7462193,1.962769907,1.65,4.818181818,136.3636364,73.88845737,0,MoNbTiV1.5Zr
MoNbTiV2.0Zr,5,SS,BCC,0.068396255,2346.833333,348.9027642,1.837537268,1.648333333,4.833333333,138.3333333,71.04380495,0,MoNbTiV2.0Zr
MoNbTiV3.0Zr,5,SS,BCC,0.069926735,2323.428571,328.0691814,1.624895669,1.645714286,4.857142857,141.4285714,66.20931558,0,MoNbTiV3.0Zr
MoNbTiV3Zr,5,SS,2BCC,0.069926735,2323.428571,328.0691814,1.624895669,1.645714286,4.857142857,141.4285714,66.20931558,0,MoNbTiV3Zr
MoNbTiVZr,5,SS,BCC,0.063068255,2379.6,373.6814686,2.102417656,1.652,4.8,134.0,77.09734107,0,MoNbTiVZr
MoTaVWZr,5,IM,IM,0.067822847,2838.4,612.4118222,2.532982432,1.796,5.2,180.0,102.5670512,0,MoTaVWZr
NbSnTaTiZr,5,IM,IM,0.05624392,2122.816,938.7046348,9.197182177,1.586,4.4,107.6,72.7670255,0,NbSnTaTiZr
NbTaTiVW,5,SS,BCC+HCP,0.037404471,2771.8,656.9960122,2.255162965,1.726,5.0,190.0,66.633325,0,NbTaTiVW
Ni61Al11Ni8Co5Cu15,5,AM,AM,0.162824192,1324.1572,200.7643198,9.915696617,1.4043,6.89,72.28,56.45884873,0,Al11Co5Cu15Ni61Ni8
Nd60Al10Ni10Cu10Fe10,5,AM,AM,0.168299674,1361.224,233.3574151,8.934826243,1.409,6.8,75.8,59.46730194,0,Al10Cu10Fe10Nd60Ni10
Nd60Al10Ni10Cu16Fe4,5,AM,AM,0.166218905,1334.0302,203.9092672,8.010368346,1.4132,6.98,74.0,56.9912274,0,Al10Cu16Fe4Nd60Ni10
Nd60Al10Ni10Cu18Fe2,5,AM,AM,0.165519491,1324.9656,192.24487,7.452936398,1.4146,7.04,73.4,56.1287805,0,Al10Cu18Fe2Nd60Ni10
Nd60Al15Ni10Cu10Fe5,5,AM,AM,0.160865553,1317.3475,227.0777128,8.398888483,1.398,6.55,71.1,55.41290463,0,Al15Cu10Fe5Nd60Ni10
NiCoCrMnV,5,SS+IM,FCC+IM,0.033312919,1875.6,263.6972506,4.359192586,1.726,7.4,160.0,21.9089023,0,CoCrMnNiV
NiCoFeCrAl0.375,5,SS,FCC,0.04117134,1791.326,314.2256415,4.205131874,1.802,7.8,164.2285714,28.15374699,0,Al0.375CoCrFeNi
NiCoFeCrMo0.3,5,SS,FCC,0.041164985,1943.209302,313.6082253,1.788112226,1.84372093,8.093023256,176.5116279,16.68918616,0,CoCrFeMo0.3Ni
NiCoFeCrMo0.1Al0.3,5,SS,FCC,0.025223781,1896.731707,238.1262244,1.694477754,1.828292683,8.195121951,173.902439,12.0725548,0,Al0.3CoCrFeMo0.1Ni
Ni40Cu5Ti17Zr28Al10,5,AM,AM,0.106962588,1778.2455,346.3660267,13.70253256,1.6542,6.65,105.3,74.07097947,0,Al10Cu5Ni40Ti17Zr28
Ni40Cu6Ti16Zr28Al10,5,AM,AM,0.107382417,1772.4132,348.4802935,13.81818802,1.6578,6.72,105.6,74.150118,0,Al10Cu6Ni40Ti16Zr28
Ni70Mo5Nb5P14B6,5,AM,AM,0.107516915,1677.262,647.7730652,7.85233368,1.954,8.43,160.98,62.31323776,0,B6Mo5Nb5Ni70P14
SrCaYbMgZn,5,AM,AM,0.152531711,975.536,156.5350733,6.454963981,1.202,4.0,32.6,23.92153841,0,CaMgSrYbZn
TaNbVTiAl0.25,5,SS,BCC,0.038324397,2446.439412,632.6195641,4.845719771,1.57,4.647058824,155.0588235,37.13325858,0,Al0.25NbTaTiV
TaNbVTiAl0.5,5,SS,BCC,0.037375048,2362.385556,705.7475645,6.213232571,1.572222222,4.555555556,150.6666667,40.37601048,0,Al0.5NbTaTiV
Ti50Cu20Ni24Si4B2,5,AM,AM,0.095108727,1771.234,236.6631189,11.90449196,1.7252,6.82,134.68,31.7933578,0,B2Cu20Ni24Si4Ti50
Ti50Ni20Cu25Sn3Be7,5,AM,AM,0.0895356,1695.138,312.6839823,9.221529075,1.710190476,6.676190476,130.3238095,28.95661623,0,Be7Cu25Ni20Sn3Ti50
Ti1Zr1Cu1Ni1Be1,5,AM,AM,0.126965596,1742.954,271.8621497,13.75624367,1.65,6.2,112.0,60.46486583,0,Be1Cu1Ni1Ti1Zr1
TiZrHfCuNi,5,AM,AM,0.103363704,1932.154,384.5332169,13.31702069,1.596,6.6,108.0,59.79966555,0,CuHfNiTiZr
TiZrNbMoV0.25,5,SS,BCC,0.052592518,2414.294118,395.291369,2.347013854,1.655882353,4.764705882,129.4117647,82.78040321,0,MoNbTiV0.25Zr
TiZrNbMoV0.5,5,SS,BCC,0.057167353,2401.444444,387.7903532,2.259562821,1.654444444,4.777777778,131.1111111,80.75263249,0,MoNbTiV0.5Zr
TiZrNbMoV0.75,5,SS,BCC,0.06053674,2389.947368,380.5861786,2.178467242,1.653157895,4.789473684,132.6315789,78.86311293,0,MoNbTiV0.75Zr
TiZrNbMoV1.5,5,SS,BCC,0.066452403,2361.727273,360.7462193,1.962769907,1.65,4.818181818,136.3636364,73.88845737,0,MoNbTiV1.5Zr
TiZrNbMoV2,5,SS,BCC,0.068396255,2346.833333,348.9027642,1.837537268,1.648333333,4.833333333,138.3333333,71.04380495,0,MoNbTiV2Zr
TiZrNbMoV3,5,SS,BCC,0.069926735,2323.428571,328.0691814,1.624895669,1.645714286,4.857142857,141.4285714,66.20931558,0,MoNbTiV3Zr
Ti40Zr25Ni3Cu12Be20,5,AM,AM,0.123728006,1835.1724,262.2115692,11.13837134,1.5478,4.62,92.2,55.16484388,0,Be20Cu12Ni3Ti40Zr25
Ti40Zr25Ni8Cu9Be18,5,AM,AM,0.121865365,1849.6393,246.5119134,11.95009733,1.5549,4.75,94.4,57.67703182,0,Be18Cu9Ni8Ti40Zr25
YGdTbDyLu,5,SS,HCP,0.013719577,1723.6,123.5372009,0.0,1.222,7.8,41.34,3.541525095,0,DyGdLuTbY
ZrHfTiCuCo,5,AM,AM,0.102415552,1940.154,380.598648,11.38775483,1.59,6.4,108.0,59.79966555,0,CoCuHfTiZr
ZrHfTiCuFe,5,AM,AM,0.104324491,1948.754,377.081055,8.475225071,1.58,6.2,106.0,57.48043145,0,CuFeHfTiZr
Zr57Nb5Cu15.4Ni12.6Al10,5,AM,AM,0.100440875,1870.63158,455.3208137,11.42411164,1.53236,5.784,60.34,74.04380055,0,Al10Cu15.4Nb5Ni12.6Zr57
Zr58.5Nb2.8Cu15.6Ni12.8Al10.3,5,AM,AM,0.101110103,1851.02353,440.5852339,10.75480229,1.52956,5.785,57.468,72.8447457,0,Al10.3Cu15.6Nb2.8Ni12.8Zr58.5
Zr17Ta16Ti19Nb22Si26,5,AM,AM,0.110918364,2300.57,573.2209741,24.36215874,1.6047,4.38,116.3,64.27526741,0,Nb22Si26Ta16Ti19Zr17
Zr52.5Ti5Al10Cu17.9Ni14.6,5,AM,AM,0.104067478,1802.92583,410.2656912,11.76154922,1.55521,6.029,64.44,72.58709527,0,Al10Cu17.9Ni14.6Ti5Zr52.5
Zr55Ti5Al10Cu20Ni10,5,AM,AM,0.100800605,1805.151,418.1602753,10.77219903,1.5405,5.9,59.1,69.64043366,0,Al10Cu20Ni10Ti5Zr55
Zr41.2Ti13.8Cu12.5Ni10Be22.5,5,AM,AM,0.141890843,1838.11525,289.0324122,13.42421791,1.54223,5.025,79.93,69.09048487,0,Be22.5Cu12.5Ni10Ti13.8Zr41.2
Zr41Ti14Cu12.5Ni10Be22.5,5,AM,AM,0.141783107,1837.74125,288.7779418,13.43727923,1.54265,5.025,80.15,69.01070569,0,Be22.5Cu12.5Ni10Ti14Zr41
Zr42.63Ti12.37Cu11.25Ni10Be23.75,5,AM,AM,0.144259992,1843.317225,287.4816279,13.33804195,1.535102,4.9125,78.232,69.53613576,0,Be23.75Cu11.25Ni10Ti12.37Zr42.63
Zr44Ti11Cu10Ni10Be25,5,AM,AM,0.146559927,1848.407,285.7547369,13.19042541,1.5281,4.8,76.6,69.91737981,0,Be25Cu10Ni10Ti11Zr44
Zr45.38Ti9.62Cu8.75Ni10Be26.25,5,AM,AM,0.148829586,1853.515475,283.9380398,12.96712214,1.521077,4.6875,74.957,70.261783,0,Be26.25Cu8.75Ni10Ti9.62Zr45.38
Zr46.75Ti8.25Cu7.5Ni10Be27.5,5,AM,AM,0.151060457,1858.60525,282.0054612,12.65995692,1.514075,4.575,73.325,70.56340677,0,Be27.5Cu7.5Ni10Ti8.25Zr46.75
Zr57Ti5Cu20Ni8Be10,5,AM,AM,0.125815603,1875.804,319.1533772,10.28772813,1.5249,5.68,60.9,71.40161063,0,Be10Cu20Ni8Ti5Zr57
Zr47Ti8Cu7.5Ni10Be27.5,5,AM,AM,0.151181979,1859.07275,282.2965164,12.61308033,1.51355,4.575,73.05,70.63425161,0,Be27.5Cu7.5Ni10Ti8Zr47
Zr38.5Ti16.5Ni9.75Cu15.15Be20,5,AM,AM,0.137100284,1827.55471,292.7136493,13.37488797,1.555780781,5.246746747,82.99299299,68.03366469,0,Be20Cu15.15Ni9.75Ti16.5Zr38.5
Zr39.88Ti15.12Ni9.98Cu13.77Be21.25,5,AM,AM,0.139537969,1833.044929,290.698348,13.44128242,1.549125,5.1377,81.499,68.63762087,0,Be21.25Cu13.77Ni9.98Ti15.12Zr39.88
AgAlCoCrCuNi,6,SS+IM,2FCC+B2,0.098480629,1533.695,406.3749501,8.378519468,1.815,8.333333333,139.3333333,39.35592572,0,AgAlCoCrCuNi
AlAuCoCrCuNi,6,SS+IM,FCC+L10,0.06534281,1550.761667,395.4732738,6.963012214,1.916666667,8.333333333,159.3333333,44.44722214,0,AlAuCoCrCuNi
Al0.3C0.1CoCrFeNi,6,IM,IM,0.073551109,1852.122955,419.2228312,7.627126851,1.822272727,7.795454545,162.75,32.32092272,0,Al0.3C0.1CoCrFeNi
Al0.5C0.2Co0.3CrFeNi,6,IM,IM,0.106824537,1870.18375,575.3807621,10.31529873,1.81975,7.25,152.15,42.21169862,0,Al0.5C0.2Co0.3CrFeNi
AlC0.1CoCrFeNi,6,SS+IM,BCC+IM,0.083471495,1726.033333,501.5571235,7.909337796,1.793137255,7.137254902,150.8431373,42.33682518,0,AlC0.1CoCrFeNi
AlC0.2CoCrFeNi,6,SS+IM,BCC+IM,0.102153005,1766.359615,574.1589716,9.554667561,1.807692308,7.076923077,148.5769231,44.94284668,0,AlC0.2CoCrFeNi
AlC0.3CoCrFeNi,6,SS+IM,BCC+IM,0.117258656,1805.164151,633.8294214,10.81673449,1.821698113,7.018867925,146.3962264,47.21262208,0,AlC0.3CoCrFeNi
AlC0.4CoCrFeNi,6,SS+IM,BCC+IM,0.130069419,1842.531481,684.3280884,11.83496779,1.835185185,6.962962963,144.2962963,49.20841152,0,AlC0.4CoCrFeNi
AlC0.5CoCrFeNi,6,SS+IM,BCC+IM,0.141236278,1878.54,727.8787133,12.67988147,1.848181818,6.909090909,142.2727273,50.97609227,0,AlC0.5CoCrFeNi
AlC1.5CoCrFeNi,6,SS+IM,BCC+IM,0.209541269,2177.687692,969.7886199,16.59521329,1.956153846,6.461538462,125.4615385,61.26313408,0,AlC1.5CoCrFeNi
AlCCoCrFeNi,6,SS+IM,BCC+IM,0.182302326,2040.578333,880.0439983,15.36014832,1.906666667,6.666666667,133.1666667,57.39458937,0,AlCCoCrFeNi
Al1.5CoCrCu0.5FeNi,6,SS,SS,0.061149968,1594.348333,432.2554029,6.49606618,1.774166667,7.166666667,145.6666667,41.73594241,0,Al1.5CoCrCu0.5FeNi
Al2CoCrCu0.5FeNi,6,SS,SS,0.064576019,1543.511538,451.0926934,6.584303526,1.761538462,6.846153846,140.3076923,44.18733654,0,Al2CoCrCu0.5FeNi
AlCo0.5CrCu0.5FeNi,6,SS,SS,0.057070382,1643.071,418.5071976,6.263754784,1.78,7.4,149.2,38.4,0,AlCo0.5CrCu0.5FeNi
AlCo1.5CrCu0.5FeNi,6,SS,SS,0.053348519,1663.8925,384.8695489,6.052034527,1.796666667,7.666666667,154.3333333,36.88570937,0,AlCo1.5CrCu0.5FeNi
AlCo2CrCu0.5FeNi,6,SS,SS,0.051715835,1671.900769,370.8098711,5.905401994,1.803076923,7.769230769,156.3076923,36.09258312,0,AlCo2CrCu0.5FeNi
AlCo3.5CrCu0.5FeNi,6,SS,SS,0.047546288,1689.919375,336.3415257,5.451680601,1.8175,8.0,160.75,33.82214511,0,AlCo3.5CrCu0.5FeNi
AlCo3CrCu0.5FeNi,6,SS,SS,0.048828481,1684.714,346.7474516,5.599131926,1.813333333,7.933333333,159.4666667,34.55211844,0,AlCo3CrCu0.5FeNi
AlCoCr0.5Cu0.5FeNi,6,SS,SS,0.056983974,1601.871,382.3379197,6.466064027,1.802,7.7,151.2,39.41776249,0,AlCoCr0.5Cu0.5FeNi
AlCoCr1.5Cu0.5FeNi,6,SS,SS,0.053413543,1698.225833,410.1705014,5.900727676,1.778333333,7.416666667,152.6666667,36.13247231,0,AlCoCr1.5Cu0.5FeNi
AlCoCr2Cu0.5FeNi,6,SS,SS,0.051830718,1735.285385,414.4625896,5.641018606,1.769230769,7.307692308,153.2307692,34.7699115,0,AlCoCr2Cu0.5FeNi
AlCoCrCu0.5Fe1.5Ni,6,SS,SS,0.053707931,1667.475833,386.0206166,5.916356477,1.7925,7.583333333,153.5,36.40627235,0,AlCoCrCu0.5Fe1.5Ni
AlCoCrCu0.5FeNi0.5,6,SS,SS,0.056845453,1647.071,419.4898168,6.093450911,1.777,7.3,149.2,38.4,0,AlCoCrCu0.5FeNi0.5
AlCoCrCu0.5FeNi2.5,6,SS,SS,0.050613081,1670.193571,356.4136772,5.997835333,1.815,8.071428571,158.0,35.31086437,0,AlCoCrCu0.5FeNi2.5
AlCoCrCuFe0.5Ni,6,SS,SS,0.054035009,1613.225455,405.6967283,6.48975044,1.795454545,7.818181818,149.2727273,37.35113704,0,AlCoCrCuFe0.5Ni
Al0.25CoCrCu0.75FeNi,6,SS,FCC,0.032503327,1747.739,307.0723137,4.940735851,1.8215,8.4,162.8,24.18594633,0,Al0.25CoCrCu0.75FeNi
Al0.3CoCrCu0.5FeNi,6,SS+IM,FCC+L12,0.035787005,1759.567917,311.557961,4.913217542,1.815208333,8.208333333,163.0833333,25.70330178,0,Al0.3CoCrCu0.5FeNi
Al0.3CoCrCuFeNi,6,SS,FCC,0.034226856,1721.662453,318.9114023,5.187950399,1.823207547,8.471698113,160.9056604,25.37437732,0,Al0.3CoCrCuFeNi
Al0.5CoCrCu0.5FeNi,6,SS,2FCC,0.043697561,1726.524,345.5303732,5.437425862,1.807,8.0,159.6,30.42104535,0,Al0.5CoCrCu0.5FeNi
Al0.5CoCrCu0.5FeNi2,6,SS+IM,FCC+L12,0.04054888,1726.77,315.4251125,5.240246365,1.824166667,8.333333333,163.0,28.7923601,0,Al0.5CoCrCu0.5FeNi2
Al0.5CoCrCuFeNi,6,SS,FCC,0.041692079,1693.000909,346.0859229,5.643485011,1.815454545,8.272727273,157.8181818,29.54755237,0,Al0.5CoCrCuFeNi
Al0.75CoCrCu0.25FeNi,6,SS,BCC+FCC,0.051663002,1705.309,378.9312857,5.642824359,1.7925,7.6,156.4,35.290792,0,Al0.75CoCrCu0.25FeNi
Al0.8CoCrCuFeNi,6,SS,FCC+BCC,0.049216676,1653.714828,376.6640152,6.102456615,1.804827586,8.0,153.5862069,34.00356699,0,Al0.8CoCrCuFeNi
Al1.3CoCrCuFeNi,6,SS,FCC+BCC,0.056863912,1596.55254,410.510795,6.530974933,1.789365079,7.603174603,147.4285714,38.78541466,0,Al1.3CoCrCuFeNi
Al1.4Co0.9Cr1.4Cu0.5Fe0.9Ni,6,SS+IM,BCC+B2+Unk,0.059539408,1637.187377,442.7343554,6.282589065,1.766721311,7.114754098,146.7868852,40.21137379,0,Al1.4Co0.9Cr1.4Cu0.5Fe0.9Ni
Al1.5CoCrCuFeNi,6,SS,FCC+BCC,0.058925035,1576.15,420.0550125,6.628184498,1.783846154,7.461538462,145.2307692,40.12701727,0,Al1.5CoCrCuFeNi
Al1.8CoCrCuFeNi,6,SS,FCC+BCC,0.061325834,1547.796471,431.3700794,6.719232835,1.776176471,7.264705882,142.1764706,41.72844325,0,Al1.8CoCrCuFeNi
Al2.3CoCrCuFeNi,6,SS,FCC+BCC,0.06402995,1505.719315,444.3124502,6.763699733,1.764794521,6.97260274,137.6438356,43.60513036,0,Al2.3CoCrCuFeNi
Al2.5CoCrCuFeNi,6,SS,FCC+BCC,0.064784844,1490.459333,447.9384322,6.753727823,1.760666667,6.866666667,136.0,44.15125517,0,Al2.5CoCrCuFeNi
Al2.8CoCrCuFeNi,6,SS,BCC,0.065658878,1469.036667,452.1115373,6.716758413,1.754871795,6.717948718,133.6923077,44.80507861,0,Al2.8CoCrCuFeNi
Al2CoCrCuFeNi,6,SS,BCC,0.062570461,1530.244286,437.3079721,6.750752628,1.771428571,7.142857143,140.2857143,42.58005665,0,Al2CoCrCuFeNi
Al3CoCrCuFeNi,6,SS,BCC,0.066100026,1455.6475,454.1874533,6.680235723,1.75125,6.625,132.25,45.14905868,0,Al3CoCrCuFeNi
AlCo0.5CrCuFeNi,6,SS+IM,BCC+FCC+B2,0.054480337,1617.134545,407.3729259,6.410067828,1.790909091,7.727272727,148.3636364,36.70836597,0,AlCo0.5CrCuFeNi
AlCoCr0.5CuFeNi,6,SS+IM,BCC+FCC+B2,0.054400286,1579.68,371.2376476,6.509300555,1.810909091,8.0,150.1818182,37.72102906,0,AlCoCr0.5CuFeNi
AlCoCrCu0.25FeNi,6,SS,BCC,0.056406771,1668.554762,404.6836197,5.957828807,1.783809524,7.380952381,152.5714286,38.46157195,0,AlCoCrCu0.25FeNi
AlCoCrCu0.5Fe0.5Ni,6,SS,BCC+FCC,0.056590666,1638.771,416.9778112,6.434984382,1.785,7.5,150.2,39.05329692,0,AlCoCrCu0.5Fe0.5Ni
AlCoCrCu0.5Fe2Ni,6,SS+IM,FCC+B2,0.052349847,1678.516154,372.8432988,5.66941575,1.795384615,7.615384615,154.7692308,35.25326793,0,AlCoCrCu0.5Fe2Ni
AlCoCrCu0.5FeNi,6,SS+IM,BCC+B2,0.055127965,1654.428182,400.6439315,6.17851619,1.789090909,7.545454545,152.0,37.66840972,0,AlCoCrCu0.5FeNi
AlCoCrCu0.5FeNi1.5,6,SS,BCC+FCC,0.053517526,1660.559167,384.1259453,6.168478977,1.799166667,7.75,154.3333333,36.88570937,0,AlCoCrCu0.5FeNi1.5
AlCoCrCu0.5FeNi2,6,SS,BCC+FCC,0.05201427,1665.746923,369.4935517,6.100020261,1.807692308,7.923076923,156.3076923,36.09258312,0,AlCoCrCu0.5FeNi2
AlCoCrCu0.5FeNi3,6,IM,IM,0.049306754,1674.047333,344.6301149,5.878062886,1.821333333,8.2,159.4666667,34.55211844,0,AlCoCrCu0.5FeNi3
AlCoCrCuFeNi,6,SS,FCC+BCC,0.052811306,1629.706667,392.2524055,6.312506366,1.798333333,7.833333333,151.0,36.21693895,0,AlCoCrCuFeNi
AlCoCrCuFeNi0.5,6,SS+IM,BCC+FCC+B2,0.054271786,1620.770909,408.5232263,6.26298803,1.788181818,7.636363636,148.3636364,36.70836597,0,AlCoCrCuFeNi0.5
AlCoCrCuMnTi,6,IM,IM,0.063641129,1616.54,405.9478998,8.238847057,1.69,6.666666667,131.0,33.93621468,0,AlCoCrCuMnTi
AlCoCrCuNiTi,6,SS,BCC,0.069000742,1651.373333,405.0496467,9.736338958,1.75,7.166666667,141.0,37.8373713,0,AlCoCrCuNiTi
Al0.02CoCrFeMnNi,6,SS,FCC,0.033622031,1797.742908,220.7745829,2.394470851,1.765378486,7.980079681,161.6573705,22.87733911,0,Al0.02CoCrFeMnNi
Al0.03CoCrFeMnNi,6,SS,FCC,0.034069958,1796.024672,223.8896779,2.48544768,1.765069583,7.970178926,161.4870775,23.17088673,0,Al0.03CoCrFeMnNi
Al0.04CoCrFeMnNi,6,SS,FCC,0.034507977,1794.313254,226.9369802,2.572189345,1.764761905,7.96031746,161.3174603,23.45838964,0,Al0.04CoCrFeMnNi
Al0.08CoCrFeMnNi,6,SS,FCC,0.036168835,1787.534961,238.5036287,2.884484246,1.763543307,7.921259843,160.6456693,24.5525397,0,Al0.08CoCrFeMnNi
Al0.09CoCrFeMnNi,6,SS+IM,BCC+FCC+B2,0.03656299,1785.857033,241.2518766,2.955335727,1.76324165,7.911591356,160.4793713,24.81313398,0,Al0.09CoCrFeMnNi
Al0.10CoCrFeMnNi,6,SS,FCC,0.036949344,1784.185686,243.9470982,3.023743452,1.762941176,7.901960784,160.3137255,25.06891693,0,Al0.10CoCrFeMnNi
Al0.11CoCrFeMnNi,6,SS+IM,BCC+FCC+B2,0.037328173,1782.520881,246.5912268,3.089882079,1.762641879,7.892367906,160.148728,25.32005295,0,Al0.11CoCrFeMnNi
Al0.12CoCrFeMnNi,6,SS+IM,BCC+FCC+B2,0.037699741,1780.862578,249.1860795,3.153906117,1.76234375,7.8828125,159.984375,25.5666972,0,Al0.12CoCrFeMnNi
Al0.14CoCrFeMnNi,6,SS+IM,BCC+FCC+B2,0.038422065,1777.565331,254.2347018,3.276145955,1.761750973,7.86381323,159.6575875,26.04708903,0,Al0.14CoCrFeMnNi
Al0.15CoCrFeMnNi,6,SS+IM,BCC+FCC+B2,0.038773275,1775.926311,256.6916068,3.334595403,1.761456311,7.854368932,159.4951456,26.28110687,0,Al0.15CoCrFeMnNi
Al0.16CoCrFeMnNi,6,SS+IM,BCC+B2,0.039118133,1774.293643,259.1055216,3.391401322,1.761162791,7.84496124,159.3333333,26.51117457,0,Al0.16CoCrFeMnNi
Al0.18CoCrFeMnNi,6,SS+IM,BCC+B2,0.039789576,1771.04722,263.8097619,3.500436897,1.760579151,7.826254826,159.011583,26.95992774,0,Al0.18CoCrFeMnNi
Al0.19CoCrFeMnNi,6,SS+IM,BCC+B2,0.040116528,1769.433391,266.1026058,3.552824405,1.760289017,7.816955684,158.8516378,27.17883315,0,Al0.19CoCrFeMnNi
Al0.20CoCrFeMnNi,6,SS,FCC,0.040437863,1767.825769,268.3575064,3.60388592,1.76,7.807692308,158.6923077,27.39422908,0,Al0.20CoCrFeMnNi
Al0.25CoCrFeMnNi,6,SS+IM,BCC+B2,0.041965707,1759.879524,279.0998743,3.84136305,1.758571429,7.761904762,157.9047619,28.42183058,0,Al0.25CoCrFeMnNi
Al0.38CoCrFeMnNi,6,SS,FCC,0.045415977,1739.91052,303.5099505,4.350733321,1.754981413,7.646840149,155.9256506,30.76463674,0,Al0.38CoCrFeMnNi
Al0.43CoCrFeMnNi,6,SS,FCC+BCC,0.046576206,1732.484733,311.7745482,4.515015401,1.753646409,7.604051565,155.1896869,31.55991881,0,Al0.43CoCrFeMnNi
Al0.49CoCrFeMnNi,6,SS,FCC+BCC,0.047866066,1723.752332,321.0017128,4.6940109,1.752076503,7.553734062,154.3242259,32.44887496,0,Al0.49CoCrFeMnNi
Al0.56CoCrFeMnNi,6,SS,FCC+BCC,0.049245569,1713.802734,330.9211443,4.881392269,1.75028777,7.496402878,153.3381295,33.40562869,0,Al0.56CoCrFeMnNi
Al0.62CoCrFeMnNi,6,SS,FCC+BCC,0.05033259,1705.471779,338.7789579,5.026136511,1.748790036,7.448398577,152.5124555,34.16425711,0,Al0.62CoCrFeMnNi
